date,state,positive,negative,hospitalizedCurrently,hospitalizedCumulative,recovered,death,hospitalized,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
20200421,NV,3937,29118,,,,193,,,,,,,32,107,601,33055,33055,708,33055,13,0
20200421,NY,251690,397635,16135,67271,40482,14828,67271,,,,,,36,4178,11286,649325,649325,15464,649325,481,1302
20200421,OH,13725,80989,,2779,,557,2779,,,13250,538,19,39,806,3069,94714,94714,3875,94714,48,126
20200421,OK,2807,41537,346,561,1702,164,561,,,,,,40,127,8571,44344,44344,8698,44344,21,20
20200421,OR,2002,39126,297,471,,78,471,,,,,,41,46,1037,41128,41128,1083,41128,3,6
20200421,PA,34528,132323,2743,,,1564,,,,,,,42,1296,2603,166851,166851,3899,166851,360,0
20200421,PR,1298,8789,117,,,64,,,,,,,72,46,303,11848,10087,349,10087,1,0
20200421,RI,5972,32606,309,674,315,186,674,6361,36991,5972,,,44,387,1723,38578,38578,2110,38578,11,45
20200421,SC,4439,36838,,776,2063,124,776,,,,,,45,62,735,41277,41277,797,41277,4,0
20200421,SD,1755,11060,65,100,824,8,100,,,,,,46,70,419,12815,12815,489,12815,1,13
20200421,TN,7394,100788,523,760,3828,157,760,,,,,,47,156,7337,108182,108182,7493,108182,5,30
20200421,TX,20196,185203,1419,,6486,517,,,,20196,,,48,738,14267,205399,205399,15005,205399,22,0
20200421,UT,3296,69062,,277,888,32,277,,,3296,,,49,83,3964,72358,72358,4047,72358,4,9
20200421,VA,9630,48724,1331,1581,1418,324,1581,,,9451,321,3,51,640,979,58831,58354,1619,58354,24,81
20200421,VI,54,574,,,48,3,,,,,,,78,1,20,663,628,21,628,0,0
20200421,VT,828,11767,41,,,40,,,,828,,,50,8,96,12595,12595,104,12595,2,0
20200421,WA,14133,151848,503,,,640,,,,13170,,,53,243,3959,165981,165981,4202,165981,11,0
20200421,WI,5509,47841,358,1252,,242,1252,,,4620,,,55,156,1238,53569,53350,1394,53350,12,41
20200421,WV,914,21849,85,,330,26,,,,,,,54,12,596,22763,22763,608,22763,2,0
20200421,WY,320,7301,19,52,237,6,52,,,317,,,56,7,228,7621,7621,235,7621,4,1
20200422,AK,335,11824,39,36,196,9,36,,,335,,,2,6,1034,12159,12159,1040,12159,0,0
20200422,AL,5465,43295,440,730,,194,730,,,5465,,,1,234,0,48760,48760,234,48760,17,31
20200422,AR,2276,27437,97,291,863,42,291,,,2276,,,5,49,2223,29713,29713,2272,29713,-1,0
20200422,AS,0,3,,,,,,,,0,,,60,0,0,20,3,0,3,0,0
20200422,AZ,5459,51142,664,1528,1265,229,1528,,,,,,4,208,1241,56601,56601,1449,56601,21,44
20200422,CA,35396,429931,4984,,,1354,,,,,,,6,2135,163092,465327,465327,165227,465327,86,0
20200422,CO,10447,38257,851,2003,,486,2003,,,,,,8,341,897,48704,48704,1238,48704,37,123
20200422,CT,22469,47449,1972,,,1544,,,,,1036,,9,2109,3617,69918,69918,5726,69918,121,0
20200422,DC,3206,12296,402,,645,127,,,,,,,11,108,455,15502,15502,563,15502,15,0
20200422,DE,3200,13353,269,,599,117,,,,,103,14,10,269,418,16553,16553,687,16553,13,0
20200422,FL,28309,260318,,4469,,910,4469,,,,,,12,814,10754,289885,288627,11568,288627,54,234
20200422,GA,20740,73332,,3959,,836,3959,,,,,,13,859,5073,94072,94072,5932,94072,37,180
20200422,GU,134,1086,3,,119,5,,,,,,,66,1,53,1220,1220,54,1220,0,0
20200422,HI,586,24760,,56,437,12,56,,,,,,15,2,648,25346,25346,650,25346,2,1
20200422,IA,3748,24496,272,,1428,90,,,,3748,,,19,107,522,28244,28244,629,28244,7,0
20200422,ID,1766,16404,54,158,710,51,158,,,,,,16,30,333,18170,18170,363,18170,3,1
20200422,IL,35108,129238,4665,,,1565,,,,,,,17,2049,7300,164346,164346,9349,164346,97,0
20200422,IN,12438,57032,,,,661,,,,,,,18,341,1865,69470,69470,2206,69470,31,0
20200422,KS,2211,17992,,432,,110,432,,,,,,20,186,916,20203,20203,1102,20203,3,13
20200422,KY,3192,30136,286,1076,1266,171,1076,,,,,,21,142,366,33328,33328,508,33328,17,17
20200422,LA,25258,111588,1747,,14927,1473,,,,,,,22,404,0,136846,136846,404,136846,68,0
20200422,MA,44913,144789,3890,4256,,2597,4256,,,,,,25,1745,3345,189702,189702,5090,189702,148,247
20200422,MD,14775,61754,1432,3325,981,779,3325,,,14775,738,41,24,582,2312,76529,76529,2894,76529,47,167
20200422,ME,907,16784,42,144,455,39,144,,,,,,23,19,2708,17691,17691,2727,17691,3,5
20200422,MI,40705,106653,3305,,3237,3602,,44501,106653,40145,3531,174,26,1116,6986,147358,147358,8102,147358,131,0
20200422,MN,3758,50165,240,660,1138,179,660,,,3758,,,27,306,1824,53923,53923,2130,53923,19,31
20200422,MO,6137,52019,1001,,,208,,7085,54480,,,,29,196,840,58156,58156,1036,58156,19,0
20200422,MP,14,51,,,11,2,,,,,,,69,0,0,65,65,0,65,0,0
20200422,MS,4894,48941,628,910,,193,910,,,,,,28,178,1293,53835,53835,1471,53835,10,52
20200422,MT,439,11144,13,59,296,14,59,,,,,,30,2,340,11583,11583,342,11583,2,0
20200422,NC,7220,83116,434,,,242,,,,,,,37,269,6736,90336,90336,7005,90336,29,0
20200422,ND,679,14910,23,62,229,14,62,,,,,,38,35,567,15589,15589,602,15589,1,8
20200422,NE,1722,14957,,,,38,,,,,,,31,74,233,16679,16679,307,16679,5,0
20200422,NH,1491,13550,94,206,546,42,206,,,,,,33,0,702,15266,15041,702,15041,0,0
20200422,NJ,95865,95794,7210,,,5063,,,,,,,34,3478,3355,191659,191659,6833,191659,310,0
20200422,NM,2072,38805,119,306,529,65,306,,,,,,35,101,2021,40877,40877,2122,40877,7,15
20200422,NV,4081,29807,,,,201,,,,,,,32,144,689,33888,33888,833,33888,8,0
20200422,NY,257216,412766,15599,68773,42308,15302,68773,,,,,,36,5526,15131,669982,669982,20657,669982,474,1502
20200422,OH,14117,84389,,2882,,610,2882,,,13609,584,26,39,392,3400,98506,98506,3792,98506,53,103
20200422,OK,2894,43019,298,588,1772,170,588,,,,,,40,87,1482,45913,45913,1569,45913,6,27
20200422,OR,2059,39126,302,488,,78,488,,,,,,41,57,0,41185,41185,57,41185,0,17
20200422,PA,35684,136272,2764,,,1622,,,,,,,42,1156,3949,171956,171956,5105,171956,58,0
20200422,PR,915,8842,140,,,67,,,,,,,72,-383,53,11711,9757,-330,9757,3,0
20200422,RI,6354,34528,314,717,315,201,717,6781,39389,6354,,,44,382,1922,40882,40882,2304,40882,15,43
20200422,SC,4761,38350,,837,3317,140,837,,,,,,45,322,1512,43111,43111,1834,43111,16,61
20200422,SD,1858,11588,62,111,937,8,111,,,,,,46,103,528,13446,13446,631,13446,0,11
20200422,TN,7842,107138,441,775,4012,166,775,,,,,,47,448,6350,114980,114980,6798,114980,9,15
20200422,TX,21069,195714,1678,,7341,543,,,,21069,,,48,873,10511,216783,216783,11384,216783,26,0
20200422,UT,3445,73015,,288,970,34,288,,,3445,,,49,149,3953,76460,76460,4102,76460,2,11
20200422,VA,10266,50512,1374,1659,1497,349,1659,,,9952,347,2,51,636,1788,61255,60778,2424,60778,25,78
20200422,VI,54,583,,,48,3,,,,,,,78,0,9,668,637,9,637,0,0
20200422,VT,831,12097,37,,,40,,,,831,,,50,3,330,12928,12928,333,12928,0,0
20200422,WA,14375,156030,543,,,647,,,,13452,,,53,242,4182,170405,170405,4424,170405,7,0
20200422,WI,5766,49502,355,1302,,246,1302,,,4845,,,55,257,1661,55497,55268,1918,55268,4,50
20200422,WV,939,24897,103,,330,26,,,,,,,54,25,3048,25836,25836,3073,25836,0,0
20200422,WY,322,7301,19,52,254,6,52,,,322,,,56,2,0,7623,7623,2,7623,0,0
20200423,AK,337,11824,42,,209,9,,,,337,,,2,2,0,12161,12161,2,12161,0,-36
20200423,AL,5778,46863,406,768,,197,768,,,5778,,,1,313,3568,52641,52641,3881,52641,3,38
20200423,AR,2465,29125,101,291,902,45,291,,,2465,,,5,189,1688,31590,31590,1877,31590,3,0
20200423,AS,0,3,,,,,,,,0,,,60,0,0,20,3,0,3,0,0
20200423,AZ,5769,52928,699,1572,1282,249,1572,,,,,,4,310,1786,58697,58697,2096,58697,20,44
20200423,CA,37369,444728,4929,,,1469,,,,,,,6,1973,14797,482097,482097,16770,482097,115,0
20200423,CO,10878,39767,859,2123,,508,2123,,,,,,8,431,1510,50645,50645,1941,50645,22,120
20200423,CT,23100,48397,1947,,,1639,,,,,1036,,9,631,948,71497,71497,1579,71497,95,0
20200423,DC,3361,12569,402,,648,139,,,,,,,11,155,273,15930,15930,428,15930,12,0
20200423,DE,3308,13604,290,,643,131,,,,,114,17,10,108,251,16912,16912,359,16912,14,0
20200423,FL,28832,267876,,4693,,979,4693,,,,,,12,523,7558,298009,296708,8081,296708,69,224
20200423,GA,21512,79550,,4069,,872,4069,,,,,,13,772,6218,101062,101062,6990,101062,36,110
20200423,GU,135,1180,2,,126,5,,,,,,,66,1,94,1315,1315,95,1315,0,0
20200423,HI,592,25536,,63,444,12,63,,,,,,15,6,776,26128,26128,782,26128,0,7
20200423,IA,3924,25338,282,,1492,96,,,,3924,,,19,176,842,29262,29262,1018,29262,6,0
20200423,ID,1802,17370,52,162,767,54,162,,,,,,16,36,966,19172,19172,1002,19172,3,4
20200423,IL,36934,136382,4877,,,1688,,,,,,,17,1826,7144,173316,173316,8970,173316,123,0
20200423,IN,13039,59001,,,,706,,,,,,,18,601,1969,72040,72040,2570,72040,45,0
20200423,KS,2482,18836,,442,,112,442,,,,,,20,271,844,21318,21318,1115,21318,2,10
20200423,KY,3373,32702,301,1105,1311,185,1105,,,,,,21,181,2566,36075,36075,2747,36075,14,29
20200423,LA,25739,111774,1727,,14927,1540,,,,,,,22,481,186,137513,137513,667,137513,67,0
20200423,MA,47992,156324,3851,4493,,2769,4493,,,,,,25,3079,11535,204316,204316,14614,204316,172,237
20200423,MD,15737,64363,1405,3477,1040,831,3477,,,15737,789,42,24,962,2609,80100,80100,3571,80100,52,152
20200423,ME,937,16784,42,150,485,44,150,,,,,,23,30,0,17721,17721,30,17721,5,6
20200423,MI,41694,115005,3611,,3237,3711,,45848,115005,41066,3636,180,26,989,8352,156699,156699,9341,156699,109,0
20200423,MN,4270,52144,268,712,1336,200,712,,,4270,,,27,512,1979,56414,56414,2491,56414,21,52
20200423,MO,6321,53129,884,,,218,,7361,56736,,,,29,184,1110,59450,59450,1294,59450,10,0
20200423,MP,14,51,,,11,2,,,,,,,69,0,0,65,65,0,65,0,0
20200423,MS,5153,50236,595,946,,201,946,,,,,,28,259,1295,55389,55389,1554,55389,8,36
20200423,MT,442,11433,13,59,306,14,59,,,,,,30,3,289,11875,11875,292,11875,0,0
20200423,NC,7608,88577,486,,,253,,,,,,,37,388,5461,96185,96185,5849,96185,11,0
20200423,ND,709,15621,18,65,269,15,65,,,,,,38,30,711,16330,16330,741,16330,1,3
20200423,NE,1813,15547,,,,45,,,,,,,31,91,590,17360,17360,681,17360,7,0
20200423,NH,1588,14424,91,213,550,48,213,,,,,,33,97,874,16277,16012,971,16012,6,7
20200423,NJ,99989,100159,7240,,,5368,,,,,,,34,4124,4365,200148,200148,8489,200148,305,0
20200423,NM,2210,39022,121,331,547,71,331,,,,,,35,138,217,41232,41232,355,41232,6,25
20200423,NV,4208,30541,,,,210,,,,,,,32,127,734,34749,34749,861,34749,9,0
20200423,NY,263460,432460,15021,70182,44244,15740,70182,,,,,,36,6244,19694,695920,695920,25938,695920,438,1409
20200423,OH,14694,88183,,2960,,656,2960,,,14142,618,38,39,577,3794,102877,102877,4371,102877,46,78
20200423,OK,3017,43019,284,622,1884,179,622,,,,,,40,123,0,46036,46036,123,46036,9,34
20200423,OR,2127,41849,304,512,,83,512,,,,,,41,68,2723,43976,43976,2791,43976,5,24
20200423,PA,37053,142061,2750,,,1421,,,,,,,42,1369,5789,179114,179114,7158,179114,-201,0
20200423,PR,915,9313,154,,,69,,,,,,,72,0,471,12179,10228,471,10228,2,0
20200423,RI,6773,36423,316,757,342,213,757,7263,41860,6773,,,44,419,1895,43196,43196,2314,43196,12,40
20200423,SC,4917,39546,,837,3317,150,837,,,,,,45,156,1196,44463,44463,1352,44463,10,0
20200423,SD,1956,12109,58,119,1064,9,119,,,,,,46,98,521,14065,14065,619,14065,1,8
20200423,TN,8266,114834,488,793,4193,170,793,,,,,,47,424,7696,123100,123100,8120,123100,4,18
20200423,TX,21944,203134,1649,,8025,561,,,,21944,,,48,875,7420,225078,225078,8295,225078,18,0
20200423,UT,3612,77015,,301,1050,35,301,,,3612,,,49,167,4000,80627,80627,4167,80627,1,13
20200423,VA,10998,53891,1379,1753,1567,372,1753,,,10627,370,2,51,732,3379,65381,64889,4111,64889,23,94
20200423,VI,54,583,,,48,3,,,,,,,78,0,0,668,637,0,637,0,0
20200423,VT,834,12420,44,,,43,,,,834,,,50,3,323,13254,13254,326,13254,3,0
20200423,WA,14628,160115,544,,,654,,,,13726,,,53,253,4085,174743,174743,4338,174743,7,0
20200423,WI,6011,51456,349,1318,,257,1318,,,5052,,,55,245,1954,57668,57467,2199,57467,11,16
20200423,WV,967,26938,108,,380,29,,,,,,,54,28,2041,27905,27905,2069,27905,3,0
20200423,WY,326,7241,,52,275,7,52,,,325,,,56,4,-60,7567,7567,-56,7567,1,0
20200424,AK,339,11942,36,,208,9,,,,339,,,2,2,118,12281,12281,120,12281,0,0
20200424,AL,5832,46863,429,768,,197,768,,,5832,,,1,54,0,52695,52695,54,52695,0,0
20200424,AR,2741,32837,101,291,929,45,291,,,2741,,,5,276,3712,35578,35578,3988,35578,0,0
20200424,AS,0,3,,,,,,,,0,,,60,0,0,20,3,0,3,0,0
20200424,AZ,6045,54669,639,1626,1313,266,1626,,,,,,4,276,1741,60714,60714,2017,60714,17,54
20200424,CA,39254,454919,4880,,,1562,,,,,,,6,1885,10191,494173,494173,12076,494173,93,0
20200424,CO,11262,41062,1084,2237,,552,2237,,,10208,,,8,384,1295,52324,52324,1679,52324,44,114
20200424,CT,23921,50117,1877,,,1764,,,,,1086,,9,821,1720,74038,74038,2541,74038,125,0
20200424,DC,3528,13005,402,,651,153,,,,,,,11,167,436,16533,16533,603,16533,14,0
20200424,DE,3442,13937,277,,703,147,,,,,128,19,10,134,333,17379,17379,467,17379,16,0
20200424,FL,30174,286785,,4888,,1031,4888,,,,,,12,1342,18909,318246,316959,20251,316959,52,195
20200424,GA,22147,85029,,4221,,892,4221,,,,,,13,635,5479,107176,107176,6114,107176,20,152
20200424,GU,141,1233,2,,126,5,,,,,,,66,6,53,1374,1374,59,1374,0,0
20200424,HI,596,26291,,63,455,12,63,,,,,,15,4,755,26887,26887,759,26887,0,0
20200424,IA,4445,27528,278,,1604,107,,,,4445,,,19,521,2190,31973,31973,2711,31973,11,0
20200424,ID,1836,17611,31,166,822,54,166,,,,,,16,34,241,19447,19447,275,19447,0,4
20200424,IL,39658,149974,4828,,,1795,,,,,,,17,2724,13592,189632,189632,16316,189632,107,0
20200424,IN,13680,61873,,,,741,,,,,,,18,641,2872,75553,75553,3513,75553,35,0
20200424,KS,2777,20811,,457,,111,457,,,,,,20,295,1975,23588,23588,2270,23588,-1,15
20200424,KY,3481,39363,302,1115,1335,191,1115,,,,,,21,108,6661,42844,42844,6769,42844,6,10
20200424,LA,26140,111972,1697,,14927,1601,,,,,,,22,401,198,138112,138112,599,138112,61,0
20200424,MA,50969,164244,3847,4752,,2877,4752,,,,,,25,2977,7920,215213,215213,10897,215213,108,259
20200424,MD,16616,68100,1425,3618,1108,899,3618,,,16616,853,46,24,879,3737,84716,84716,4616,84716,68,141
20200424,ME,965,16784,39,152,499,47,152,,,,,,23,28,0,17749,17749,28,17749,3,2
20200424,MI,42730,123054,3022,,3237,3818,,46888,123054,41548,3745,182,26,1036,8049,165784,165784,9085,165784,107,0
20200424,MN,4788,54706,278,756,1373,221,756,,,4788,,,27,518,2562,59494,59494,3080,59494,21,44
20200424,MO,6625,58582,877,,,262,,7639,59430,,,,29,304,5453,65207,65207,5757,65207,44,0
20200424,MP,14,51,,,11,2,,,,,,,69,0,0,65,65,0,65,0,0
20200424,MS,5434,50236,586,970,,209,970,,,,,,28,281,0,55670,55670,281,55670,8,24
20200424,MT,444,11683,12,59,325,14,59,,,,,,30,2,250,12127,12127,252,12127,0,0
20200424,NC,8052,92532,477,,,269,,,,,,,37,444,3955,100584,100584,4399,100584,16,0
20200424,ND,748,16701,17,67,285,15,67,,,,,,38,39,1080,17449,17449,1119,17449,0,2
20200424,NE,2124,16488,,,,47,,,,,,,31,311,941,18612,18612,1252,18612,2,0
20200424,NH,1670,15139,92,218,551,51,218,,,,,,33,82,715,17233,16809,797,16809,3,5
20200424,NJ,102196,103766,6847,,,5617,,,,,,,34,2207,3607,205962,205962,5814,205962,249,0
20200424,NM,2379,44184,123,367,573,78,367,,,,,,35,169,5162,46563,46563,5331,46563,7,36
20200424,NV,4398,31794,,,,216,,,,,,,32,190,1253,36192,36192,1443,36192,6,0
20200424,NY,271590,459066,14258,71373,46156,16162,71373,,,,,,36,8130,26606,730656,730656,34736,730656,422,1191
20200424,OH,15169,92528,,3053,,690,3053,,,14581,649,41,39,475,4345,107697,107697,4820,107697,34,93
20200424,OK,3121,43019,310,637,1961,188,637,,,,,,40,104,0,46140,46140,104,46140,9,15
20200424,OR,2177,43315,258,520,,86,520,,,,,,41,50,1466,45492,45492,1516,45492,3,8
20200424,PA,38652,147491,2746,,,1492,,,,,,,42,1599,5430,186143,186143,7029,186143,71,0
20200424,PR,1276,9313,172,,,77,,,,871,,,72,361,0,12529,10589,361,10589,8,0
20200424,RI,7188,39071,267,576,377,202,576,7757,45152,7188,,,44,415,2648,46259,46259,3063,46259,-11,-181
20200424,SC,4917,39546,,837,3317,150,837,,,,,,45,0,0,44463,44463,0,44463,0,0
20200424,SD,2040,12784,61,124,1190,10,124,,,,,,46,84,675,14824,14824,759,14824,1,5
20200424,TN,8726,122602,593,808,4370,168,808,,,,,,47,460,7768,131328,131328,8228,131328,-2,15
20200424,TX,22806,219741,1674,,9156,593,,,,22806,,,48,862,16607,242547,242547,17469,242547,32,0
20200424,UT,3782,80915,,315,1252,39,315,,,3782,,,49,170,3900,84697,84697,4070,84697,4,14
20200424,VA,11594,57846,1399,1837,1672,410,1837,,,11169,407,3,51,596,3955,69927,69440,4551,69440,38,84
20200424,VI,54,642,,,50,3,,,,,,,78,0,59,731,696,59,696,0,0
20200424,VT,843,12808,32,,,44,,,,843,,,50,9,388,13651,13651,397,13651,1,0
20200424,WA,14913,165339,551,,,659,,,,14076,,,53,285,5224,180252,180252,5509,180252,5,0
20200424,WI,6364,54573,361,1353,,262,1353,,,5356,,,55,353,3117,61143,60937,3470,60937,5,35
20200424,WV,988,28823,97,,439,32,,,,,,,54,21,1885,29811,29811,1906,29811,3,0
20200424,WY,349,7696,16,54,321,7,54,,,332,,,56,23,455,8045,8045,478,8045,0,2
20200425,AK,339,15393,32,,217,9,,,,339,,,2,0,3451,15732,15732,3451,15732,0,0
20200425,AL,6137,65207,351,839,,212,839,,,6137,,,1,305,18344,71344,71344,18649,71344,15,71
20200425,AR,2829,35224,104,291,964,47,291,,,2829,,,5,88,2387,38053,38053,2475,38053,2,0
20200425,AS,0,3,,,,0,,,,0,,,60,0,0,20,3,0,3,0,0
20200425,AZ,6280,56228,697,1672,1345,266,1672,,,,,,4,235,1559,62508,62508,1794,62508,0,46
20200425,CA,41137,464898,4847,,,1651,,,,,,,6,1883,9979,506035,506035,11862,506035,89,0
20200425,CO,12256,44533,1084,2366,2086,674,2366,,,10995,,,8,994,3471,56789,56789,4465,56789,122,129
20200425,CT,24582,53020,1810,,,1862,,,,,1331,,9,661,2903,77602,77602,3564,77602,98,0
20200425,DC,3699,13603,402,,652,165,,,,,,,11,171,598,17302,17302,769,17302,12,0
20200425,DE,3576,14122,300,,809,155,,,,,136,19,10,134,185,17698,17698,319,17698,8,0
20200425,FL,30839,302260,,5045,,1075,5045,,,,,,12,665,15475,334391,333099,16140,333099,44,157
20200425,GA,22695,96319,,4326,,904,4326,,,,,,13,548,11290,119014,119014,11838,119014,12,105
20200425,GU,141,1308,2,,128,5,,,,,,,66,0,75,1449,1449,75,1449,0,0
20200425,HI,601,27439,,67,463,13,67,,,,,,15,5,1148,28040,28040,1153,28040,1,4
20200425,IA,5092,29258,293,,1723,112,,,,5092,,,19,647,1730,34350,34350,2377,34350,5,0
20200425,ID,1870,17611,35,168,867,54,168,,,,,,16,34,0,19481,19481,34,19481,0,2
20200425,IL,41777,159840,4699,,,1874,,,,,,,17,2119,9866,201617,201617,11985,201617,79,0
20200425,IN,14395,65379,1515,,,785,,,,,,,18,715,3506,79774,79774,4221,79774,44,0
20200425,KS,3056,22143,,474,,117,474,,,,,,20,279,1332,25199,25199,1611,25199,6,17
20200425,KY,3779,41183,303,1143,1341,200,1143,,,,,,21,298,1820,44962,44962,2118,44962,9,28
20200425,LA,26512,112490,1700,,14927,1644,,,,,,,22,372,518,139002,139002,890,139002,43,0
20200425,MA,53348,173497,3879,4965,,2877,4965,,,,,,25,2379,9253,226845,226845,11632,226845,0,213
20200425,MD,17766,71357,1408,3760,1165,948,3760,,,17766,900,48,24,1150,3257,89123,89123,4407,89123,49,142
20200425,ME,990,16784,39,156,519,50,156,,,,,,23,25,0,17774,17774,25,17774,3,4
20200425,MI,43263,128955,2889,,8342,3929,,47708,128955,42027,3846,184,26,533,5901,172218,172218,6434,172218,111,0
20200425,MN,5127,56982,288,797,1410,244,797,,,5127,,,27,339,2276,62109,62109,2615,62109,23,41
20200425,MO,6826,60392,850,,,273,,7919,61965,,,,29,201,1810,67218,67218,2011,67218,11,0
20200425,MP,14,51,,,11,2,,,,,,,69,0,0,65,65,0,65,0,0
20200425,MS,5718,53239,649,996,,221,996,,,,,,28,284,3003,58957,58957,3287,58957,12,26
20200425,MT,445,12052,11,61,339,14,61,,,,,,30,1,369,12497,12497,370,12497,0,2
20200425,NC,8623,96642,456,,,289,,,,,,,37,571,4110,105265,105265,4681,105265,20,0
20200425,ND,803,18547,17,70,310,16,70,,,,,,38,55,1846,19350,19350,1901,19350,1,3
20200425,NE,2421,17552,,,,50,,,,,,,31,297,1064,19973,19973,1361,19973,3,0
20200425,NH,1720,16007,89,224,578,53,224,,,,,,33,50,868,18125,17727,918,17727,2,6
20200425,NJ,105523,108163,6722,,,5863,,,,,,,34,3327,4397,213686,213686,7724,213686,246,0
20200425,NM,2521,48989,152,412,614,84,412,,,,,,35,142,4805,51510,51510,4947,51510,6,45
20200425,NV,4539,32669,,,,229,,,,,,,32,141,875,37208,37208,1016,37208,13,0
20200425,NY,282143,495425,13524,72444,47935,16599,72444,,,,,,36,10553,36359,777568,777568,46912,777568,437,1071
20200425,OH,15587,96396,,3115,,711,3115,,,14983,671,40,39,418,3868,111983,111983,4286,111983,21,62
20200425,OK,3193,49891,306,637,2080,194,637,,,,,,40,72,6872,53084,53084,6944,53084,6,0
20200425,OR,2253,45124,261,536,,87,536,,,,,,41,76,1809,47377,47377,1885,47377,1,16
20200425,PA,40049,152886,2748,,,1537,,,,,,,42,1397,5395,192935,192935,6792,192935,45,0
20200425,PR,1307,9313,137,,,83,,,,878,,,72,31,0,12560,10620,31,10620,6,0
20200425,RI,7493,40860,263,576,410,215,576,8151,47362,7493,,,44,305,1789,48353,48353,2094,48353,13,0
20200425,SC,5253,43761,,944,3701,166,944,,,,,,45,336,4215,49014,49014,4551,49014,16,107
20200425,SD,2147,13449,61,128,1223,10,128,,,,,,46,107,665,15596,15596,772,15596,0,4
20200425,TN,9189,132217,510,821,4467,178,821,,,,,,47,463,9615,141406,141406,10078,141406,10,13
20200425,TX,23773,239043,1597,,9986,623,,,,23773,,,48,967,19302,262816,262816,20269,262816,30,0
20200425,UT,3948,86258,,329,1399,41,329,,,3948,,,49,166,5343,90206,90206,5509,90206,2,14
20200425,VA,12366,60276,1405,1942,1717,436,1942,,,11902,432,4,51,772,2430,74047,72642,3202,72642,26,105
20200425,VI,55,693,,,51,3,,,,,,,78,1,51,770,748,52,748,0,0
20200425,VT,852,13270,37,,,46,,,,852,,,50,9,462,14122,14122,471,14122,2,0
20200425,WA,15110,168153,455,,,665,,,,14243,,,53,197,2814,183263,183263,3011,183263,6,0
20200425,WI,6715,57138,337,1376,,266,1376,,,5687,,,55,351,2565,64094,63853,2916,63853,4,23
20200425,WV,1020,31946,97,,439,32,,,,,,,54,32,3123,32966,32966,3155,32966,0,0
20200425,WY,349,7797,16,54,321,7,54,,,349,,,56,0,101,8146,8146,101,8146,0,0
20200426,AK,341,15836,14,,217,9,,,,341,,,2,2,443,16177,16177,445,16177,0,0
20200426,AL,6270,67281,384,845,,216,845,,,6270,,,1,133,2074,73551,73551,2207,73551,4,6
20200426,AR,2941,36528,104,291,985,49,291,,,2941,,,5,112,1304,39469,39469,1416,39469,2,0
20200426,AS,0,3,,,,0,,,,0,,,60,0,0,20,3,0,3,0,0
20200426,AZ,6526,58285,671,1716,1383,275,1716,,,,,,4,246,2057,64811,64811,2303,64811,9,44
20200426,CA,42164,483920,4928,,,1710,,,,,,,6,1027,19022,526084,526084,20049,526084,59,0
20200426,CO,12968,46823,1046,2410,2150,672,2410,,,11533,,,8,712,2290,59791,59791,3002,59791,-2,44
20200426,CT,25269,54542,1766,,,1924,,,,,1423,,9,687,1522,79811,79811,2209,79811,62,0
20200426,DC,3841,14227,402,,657,178,,,,,,,11,142,624,18068,18068,766,18068,13,0
20200426,DE,4034,15215,317,,911,168,,,,,147,21,10,458,1093,19249,19249,1551,19249,13,0
20200426,FL,31528,313085,,5155,,1094,5155,,,,,,12,689,10825,345796,344613,11514,344613,19,110
20200426,GA,23401,99822,,4359,,912,4359,,,,,,13,706,3503,123223,123223,4209,123223,8,33
20200426,GU,141,1387,2,,128,5,,,,,,,66,0,79,1528,1528,79,1528,0,0
20200426,HI,603,27880,,68,482,14,68,,,,,,15,2,441,28483,28483,443,28483,1,1
20200426,IA,5476,30614,286,,1900,118,,,,5476,,,19,384,1356,36090,36090,1740,36090,6,0
20200426,ID,1887,17611,38,169,938,56,169,,,,,,16,17,0,19498,19498,17,19498,2,1
20200426,IL,43903,171049,4595,,,1933,,,,,,,17,2126,11209,214952,214952,13335,214952,59,0
20200426,IN,15012,66696,1446,,,813,,,,,,,18,617,1317,81708,81708,1934,81708,28,0
20200426,KS,3174,23053,,485,,118,485,,,,,,20,118,910,26227,26227,1028,26227,1,11
20200426,KY,3905,42653,301,1266,1501,205,1266,,,,,,21,126,1470,46558,46558,1596,46558,5,123
20200426,LA,26773,116263,1701,,14927,1670,,,,,,,22,261,3773,143036,143036,4034,143036,26,0
20200426,MA,54938,181162,3879,5104,,2899,5104,,,,,,25,1590,7665,236100,236100,9255,236100,22,139
20200426,MD,18581,78084,1463,3962,1177,1001,3962,,,18581,950,51,24,815,6727,96665,96665,7542,96665,53,202
20200426,ME,1015,16784,39,159,532,50,159,,,,,,23,25,0,17799,17799,25,17799,0,3
20200426,MI,43789,134431,2757,,8342,4036,,48326,134431,42885,3957,190,26,526,5476,178220,178220,6002,178220,107,0
20200426,MN,5512,59161,285,829,1502,272,829,,,5512,,,27,385,2179,64673,64673,2564,64673,28,32
20200426,MO,6997,62751,679,,,274,,8186,64409,,,,29,171,2359,69748,69748,2530,69748,1,0
20200426,MP,14,51,,,11,2,,,,,,,69,0,0,65,65,0,65,0,0
20200426,MS,5911,54877,644,1001,,227,1001,,,,,,28,193,1638,60788,60788,1831,60788,6,5
